2023-10-26 12:53:03,665 INFO    StreamThr :52811 [internal.py:wandb_internal():86] W&B internal server running at pid: 52811, started at: 2023-10-26 12:53:03.665328
2023-10-26 12:53:06,332 INFO    SenderThread:52811 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-26 12:53:06,339 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: stop_status
2023-10-26 12:53:06,339 DEBUG   SenderThread:52811 [sender.py:send_request():407] send_request: stop_status
2023-10-26 12:53:06,340 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-26 12:53:06,396 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: pause
2023-10-26 12:53:06,396 INFO    HandlerThread:52811 [handler.py:handle_request_pause():705] stopping system metrics thread
2023-10-26 12:53:06,396 INFO    HandlerThread:52811 [system_monitor.py:finish():203] Stopping system monitor
2023-10-26 12:53:06,396 DEBUG   SystemMonitor:52811 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-10-26 12:53:06,396 DEBUG   SystemMonitor:52811 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-10-26 12:53:06,397 DEBUG   SystemMonitor:52811 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-10-26 12:53:06,397 INFO    HandlerThread:52811 [interfaces.py:finish():202] Joined cpu monitor
2023-10-26 12:53:06,397 INFO    HandlerThread:52811 [interfaces.py:finish():202] Joined disk monitor
2023-10-26 12:53:06,397 INFO    HandlerThread:52811 [interfaces.py:finish():202] Joined gpuapple monitor
2023-10-26 12:53:06,397 INFO    HandlerThread:52811 [interfaces.py:finish():202] Joined memory monitor
2023-10-26 12:53:06,397 INFO    HandlerThread:52811 [interfaces.py:finish():202] Joined network monitor
2023-10-26 12:53:06,466 DEBUG   SenderThread:52811 [sender.py:send():380] send: telemetry
2023-10-26 12:53:06,466 DEBUG   SenderThread:52811 [sender.py:send():380] send: telemetry
2023-10-26 12:53:06,707 INFO    wandb-upload_0:52811 [upload_job.py:push():131] Uploaded file /var/folders/zg/xsj2n6wn3db7q8vfvw4wvjjc0000gp/T/tmpph4k5wttwandb/7mmbrx77-wandb-metadata.json
2023-10-26 12:53:06,953 INFO    Thread-12 :52811 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/yixuan.sun/Documents/projects/Preconditioners/MatrixPreNet/NeuralPC/notebooks/wandb/run-20231026_125303-82pv6grz/files/conda-environment.yaml
2023-10-26 12:53:06,954 INFO    Thread-12 :52811 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yixuan.sun/Documents/projects/Preconditioners/MatrixPreNet/NeuralPC/notebooks/wandb/run-20231026_125303-82pv6grz/files/wandb-metadata.json
2023-10-26 12:53:09,478 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:53:14,491 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:53:18,824 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: resume
2023-10-26 12:53:18,824 INFO    HandlerThread:52811 [handler.py:handle_request_resume():696] starting system metrics thread
2023-10-26 12:53:18,824 INFO    HandlerThread:52811 [system_monitor.py:start():194] Starting system monitor
2023-10-26 12:53:18,824 INFO    SystemMonitor:52811 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-26 12:53:18,824 INFO    SystemMonitor:52811 [interfaces.py:start():190] Started cpu monitoring
2023-10-26 12:53:18,825 INFO    SystemMonitor:52811 [interfaces.py:start():190] Started disk monitoring
2023-10-26 12:53:18,828 INFO    SystemMonitor:52811 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-26 12:53:18,829 INFO    SystemMonitor:52811 [interfaces.py:start():190] Started memory monitoring
2023-10-26 12:53:18,830 INFO    SystemMonitor:52811 [interfaces.py:start():190] Started network monitoring
2023-10-26 12:53:19,082 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: pause
2023-10-26 12:53:19,082 INFO    HandlerThread:52811 [handler.py:handle_request_pause():705] stopping system metrics thread
2023-10-26 12:53:19,082 INFO    HandlerThread:52811 [system_monitor.py:finish():203] Stopping system monitor
2023-10-26 12:53:19,082 DEBUG   SystemMonitor:52811 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-10-26 12:53:19,083 INFO    HandlerThread:52811 [interfaces.py:finish():202] Joined cpu monitor
2023-10-26 12:53:19,083 DEBUG   SystemMonitor:52811 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-10-26 12:53:19,083 DEBUG   SystemMonitor:52811 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-10-26 12:53:19,083 INFO    HandlerThread:52811 [interfaces.py:finish():202] Joined disk monitor
2023-10-26 12:53:20,165 INFO    HandlerThread:52811 [interfaces.py:finish():202] Joined gpuapple monitor
2023-10-26 12:53:20,165 INFO    HandlerThread:52811 [interfaces.py:finish():202] Joined memory monitor
2023-10-26 12:53:20,165 INFO    HandlerThread:52811 [interfaces.py:finish():202] Joined network monitor
2023-10-26 12:53:20,165 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:53:20,166 DEBUG   SenderThread:52811 [sender.py:send():380] send: stats
2023-10-26 12:53:21,343 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: stop_status
2023-10-26 12:53:21,344 DEBUG   SenderThread:52811 [sender.py:send_request():407] send_request: stop_status
2023-10-26 12:53:21,347 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-26 12:53:25,457 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:53:30,471 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:53:35,490 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:53:36,067 INFO    Thread-12 :52811 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/yixuan.sun/Documents/projects/Preconditioners/MatrixPreNet/NeuralPC/notebooks/wandb/run-20231026_125303-82pv6grz/files/config.yaml
2023-10-26 12:53:36,346 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-26 12:53:36,346 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: stop_status
2023-10-26 12:53:36,347 DEBUG   SenderThread:52811 [sender.py:send_request():407] send_request: stop_status
2023-10-26 12:53:41,503 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:53:46,521 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:53:51,348 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: stop_status
2023-10-26 12:53:51,349 DEBUG   SenderThread:52811 [sender.py:send_request():407] send_request: stop_status
2023-10-26 12:53:51,351 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-26 12:53:52,433 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:53:57,448 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:54:02,467 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:54:06,352 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: stop_status
2023-10-26 12:54:06,353 DEBUG   SenderThread:52811 [sender.py:send_request():407] send_request: stop_status
2023-10-26 12:54:06,356 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-26 12:54:07,494 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:54:12,514 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:54:17,535 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:54:21,355 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: stop_status
2023-10-26 12:54:21,355 DEBUG   SenderThread:52811 [sender.py:send_request():407] send_request: stop_status
2023-10-26 12:54:21,357 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-26 12:54:23,444 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:54:28,464 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:54:33,478 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:54:36,361 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-26 12:54:36,361 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: stop_status
2023-10-26 12:54:36,362 DEBUG   SenderThread:52811 [sender.py:send_request():407] send_request: stop_status
2023-10-26 12:54:38,516 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:54:43,535 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:54:48,557 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:54:51,360 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: stop_status
2023-10-26 12:54:51,360 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-26 12:54:51,360 DEBUG   SenderThread:52811 [sender.py:send_request():407] send_request: stop_status
2023-10-26 12:54:54,444 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
2023-10-26 12:54:59,462 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status_report
